date,sleep_hours,work_hours,screen_time,tasks_planned,tasks_completed,exercise_minutes,break_minutes,meetings,social_media_minutes,mood_score,previous_productivity,productivity_score,task_completion_rate,disruption_risk
2111-06-10,7.7,7.8,8.3,3,1,30,50,0,64.0,10,74.09,67.21,0.33,HIGH
2111-06-11,4.9,8.5,2.0,6,4,0,62,3,0.0,6,67.21,78.69,0.67,HIGH
2111-06-12,4.7,6.0,2.9,6,2,0,72,4,159.0,10,78.69,56.36,0.33,HIGH
2111-06-13,5.4,4.6,4.5,9,7,0,27,2,90.0,7,56.36,65.01,0.78,MEDIUM
2111-06-14,8.1,5.9,7.5,8,2,15,104,0,84.0,5,65.01,47.56,0.25,MEDIUM
2111-06-15,4.0,5.7,3.8,4,2,90,31,5,78.0,10,47.56,70.67,0.5,HIGH
2111-06-16,8.2,5.6,2.7,1,0,90,105,2,76.0,1,70.67,60.05,0.0,HIGH
2111-06-17,7.6,6.0,5.8,6,2,0,10,5,0.0,2,60.05,44.63,0.33,HIGH
2111-06-18,6.6,5.7,1.0,7,4,0,83,4,55.0,2,44.63,57.85,0.57,HIGH
2111-06-19,4.8,5.1,5.2,1,0,0,11,2,33.0,8,57.85,51.14,0.0,HIGH
2111-06-20,5.8,5.7,10.8,6,4,0,88,5,62.0,10,51.14,55.35,0.67,HIGH
2111-06-21,8.2,7.6,6.1,7,3,0,78,1,55.0,10,55.35,65.17,0.43,MEDIUM
2111-06-22,8.9,4.3,3.0,2,1,30,14,3,87.0,5,65.17,57.46,0.5,MEDIUM
2111-06-23,5.5,8.7,5.3,5,4,60,49,0,49.0,1,57.46,46.88,0.8,HIGH
2111-06-24,8.7,8.2,3.1,8,6,0,24,3,74.0,10,46.88,87.26,0.75,LOW
2111-06-25,8.0,6.2,1.8,6,3,0,38,0,52.0,1,87.26,54.62,0.5,HIGH
2111-06-26,7.0,1.2,4.1,3,2,30,19,5,117.0,9,54.62,67.06,0.67,LOW
2111-06-27,5.9,1.6,3.0,8,5,90,115,0,85.0,4,67.06,54.35,0.62,MEDIUM
2111-06-28,6.1,6.2,8.5,4,2,15,80,2,74.0,4,54.35,43.64,0.5,HIGH
2111-06-29,9.7,7.4,9.8,1,0,30,17,4,81.0,2,43.64,42.61,0.0,HIGH
2111-06-30,7.3,9.5,4.7,6,4,15,33,5,63.0,8,42.61,80.61,0.67,LOW
2111-07-01,9.0,5.2,4.1,6,2,15,86,0,56.0,9,80.61,71.96,0.33,LOW
2111-07-02,7.4,5.0,5.9,1,0,0,83,3,137.0,7,71.96,44.8,0.0,LOW
2111-07-03,6.3,3.6,3.2,6,3,30,76,3,3.0,1,44.8,39.84,0.5,HIGH
2111-07-04,7.9,7.2,4.5,4,1,45,116,0,50.0,5,39.84,65.12,0.25,MEDIUM
2111-07-05,10.0,6.0,5.2,1,0,30,58,0,24.0,5,65.12,65.86,0.0,MEDIUM
2111-07-06,6.0,5.0,3.2,2,0,30,112,5,123.0,5,65.86,51.2,0.0,MEDIUM
2111-07-07,8.4,6.0,2.1,3,1,30,68,0,34.0,9,51.2,82.31,0.33,LOW
2111-07-08,7.3,5.8,5.8,4,3,90,22,3,54.0,7,82.31,66.48,0.75,LOW
2111-07-09,4.8,7.9,6.1,9,5,60,36,5,74.0,8,66.48,56.93,0.56,HIGH
2111-07-10,4.8,5.1,2.7,6,4,45,83,1,24.0,9,56.93,67.71,0.67,HIGH
2111-07-11,6.3,6.0,6.2,1,0,90,39,4,17.0,4,67.71,37.02,0.0,MEDIUM
2111-07-12,7.5,7.7,4.4,1,0,90,61,0,77.0,3,37.02,42.8,0.0,HIGH
2111-07-13,8.3,5.5,3.8,5,1,30,106,4,57.0,4,42.8,60.79,0.2,MEDIUM
2111-07-14,4.6,4.5,1.0,7,5,45,93,3,58.0,8,60.79,71.42,0.71,HIGH
2111-07-15,8.0,3.4,6.7,9,3,0,76,1,119.0,3,71.42,46.05,0.33,HIGH
2111-07-16,6.8,3.9,4.3,3,2,0,11,0,76.0,1,46.05,43.71,0.67,HIGH
2111-07-17,7.0,4.7,4.5,4,2,0,37,0,33.0,5,43.71,61.03,0.5,MEDIUM
2111-07-18,7.9,7.9,6.5,3,2,0,24,1,49.0,4,61.03,55.15,0.67,MEDIUM
2111-07-19,9.6,4.5,8.4,3,1,90,70,4,60.0,4,55.15,49.83,0.33,HIGH
2111-07-20,7.5,5.6,3.8,8,2,30,24,1,89.0,10,49.83,71.02,0.25,LOW
2111-07-21,5.0,3.9,5.5,7,6,0,75,1,64.0,10,71.02,61.94,0.86,HIGH
2111-07-22,6.7,6.1,9.2,7,3,30,105,0,0.0,1,61.94,39.92,0.43,HIGH
2111-07-23,8.3,6.6,5.8,8,7,30,105,1,16.0,7,39.92,68.96,0.88,LOW
2111-07-24,8.3,6.7,4.3,5,3,30,35,5,99.0,8,68.96,72.77,0.6,LOW
2111-07-25,8.0,9.5,9.6,2,1,0,13,1,39.0,4,72.77,54.34,0.5,HIGH
2111-07-26,6.2,6.0,1.8,5,3,30,65,0,52.0,2,54.34,61.17,0.6,HIGH
2111-07-27,4.9,6.6,5.7,8,7,0,71,3,127.0,10,61.17,71.39,0.88,HIGH
2111-07-28,7.9,4.9,3.8,3,1,90,57,1,87.0,6,71.39,53.15,0.33,LOW
2111-07-29,5.2,10.3,6.5,9,2,0,103,4,105.0,4,53.15,41.13,0.22,MEDIUM
2111-07-30,8.0,7.7,6.2,3,2,60,84,2,31.0,7,41.13,79.46,0.67,MEDIUM
2111-07-31,8.0,7.8,1.0,2,0,0,57,5,46.0,1,79.46,53.16,0.0,HIGH
2111-08-01,6.3,8.2,7.6,9,6,30,86,4,54.0,8,53.16,65.8,0.67,MEDIUM
2111-08-02,6.8,7.5,5.8,7,6,15,89,1,92.0,2,65.8,53.33,0.86,HIGH
2111-08-03,7.3,8.3,8.8,3,2,15,103,4,92.0,4,53.33,47.81,0.67,HIGH
2111-08-04,6.1,5.6,2.5,5,4,45,31,2,97.0,6,47.81,74.44,0.8,MEDIUM
2111-08-05,4.9,10.5,4.4,9,2,45,59,4,30.0,3,74.44,65.8,0.22,HIGH
2111-08-06,6.9,2.9,7.0,2,1,0,47,5,115.0,2,65.8,35.93,0.5,HIGH
2111-08-07,7.1,5.5,4.7,9,6,30,82,5,53.0,5,35.93,57.91,0.67,MEDIUM
2111-08-08,9.0,9.5,4.9,2,1,30,25,1,126.0,5,57.91,68.2,0.5,MEDIUM
2111-08-09,5.8,5.7,1.0,5,3,0,47,1,0.0,10,68.2,80.27,0.6,MEDIUM
2111-08-10,8.6,7.3,4.5,4,3,0,90,3,42.0,8,80.27,79.64,0.75,LOW
2111-08-11,5.3,5.1,8.4,3,2,15,106,0,0.0,6,79.64,55.74,0.67,HIGH
2111-08-12,5.0,6.9,6.9,4,1,60,61,1,70.0,1,55.74,29.98,0.25,HIGH
2111-08-13,6.5,5.3,5.1,3,1,45,28,3,92.0,8,29.98,56.65,0.33,LOW
2111-08-14,5.6,8.3,2.5,9,2,0,20,3,0.0,7,56.65,64.38,0.22,MEDIUM
2111-08-15,5.0,6.6,4.5,9,8,0,97,3,85.0,2,64.38,48.79,0.89,HIGH
2111-08-16,9.9,2.5,1.0,3,1,0,64,1,88.0,2,48.79,60.07,0.33,HIGH
2111-08-17,6.3,4.4,7.3,7,6,0,51,0,49.0,3,60.07,48.8,0.86,HIGH
2111-08-18,10.0,4.1,6.7,5,2,45,34,2,29.0,8,48.8,73.22,0.4,MEDIUM
2111-08-19,5.5,8.8,4.4,1,0,0,97,5,61.0,6,73.22,57.42,0.0,MEDIUM
2111-08-20,4.4,3.5,8.1,8,4,0,11,3,35.0,6,57.42,29.86,0.5,HIGH
2111-08-21,8.9,5.5,7.4,9,8,0,72,3,68.0,1,29.86,52.87,0.89,HIGH
2111-08-22,5.9,10.2,7.1,3,2,15,97,0,120.0,7,52.87,57.99,0.67,MEDIUM
2111-08-23,7.2,8.5,8.6,1,0,0,28,4,54.0,10,57.99,62.12,0.0,HIGH
2111-08-24,5.0,4.3,9.9,9,3,90,51,4,48.0,10,62.12,47.67,0.33,HIGH
2111-08-25,6.9,4.2,3.9,6,1,60,21,4,120.0,5,47.67,52.77,0.17,MEDIUM
2111-08-26,4.9,4.0,3.9,1,0,15,114,2,37.0,7,52.77,41.67,0.0,HIGH
2111-08-27,6.9,6.4,3.5,9,7,90,57,1,72.0,4,41.67,65.1,0.78,MEDIUM
2111-08-28,6.3,5.0,2.6,7,4,15,77,1,78.0,10,65.1,73.71,0.57,MEDIUM
2111-08-29,7.3,6.5,1.3,4,3,15,11,0,123.0,5,73.71,70.38,0.75,MEDIUM
2111-08-30,7.9,6.6,3.9,3,2,0,98,5,96.0,5,70.38,65.87,0.67,MEDIUM
2111-08-31,7.4,6.1,4.6,3,1,0,25,5,17.0,5,65.87,62.01,0.33,MEDIUM
2111-09-01,7.7,6.3,2.1,1,0,0,21,5,41.0,7,62.01,65.3,0.0,LOW
2111-09-02,6.8,6.2,3.8,7,5,0,78,0,87.0,7,65.3,71.74,0.71,LOW
2111-09-03,6.3,4.5,4.4,9,4,30,103,3,21.0,10,71.74,63.11,0.44,MEDIUM
2111-09-04,7.7,3.1,4.0,3,1,0,104,1,85.0,8,63.11,62.86,0.33,LOW
2111-09-05,6.8,6.1,3.7,2,0,0,56,5,87.0,7,62.86,54.29,0.0,LOW
2111-09-06,6.9,4.4,4.0,3,0,15,33,5,65.0,10,54.29,58.37,0.0,LOW
2111-09-07,7.6,8.0,6.0,3,2,90,84,5,138.0,1,58.37,45.52,0.67,HIGH
2111-09-08,5.5,3.5,3.3,1,0,60,83,4,39.0,7,45.52,58.3,0.0,MEDIUM
2111-09-09,9.1,5.3,1.9,1,0,15,32,3,59.0,1,58.3,58.44,0.0,HIGH
2111-09-10,6.6,6.3,5.0,4,2,0,100,2,83.0,1,58.44,41.53,0.5,HIGH
2111-09-11,7.2,8.5,3.1,6,3,0,71,1,40.0,8,41.53,82.45,0.5,LOW
2111-09-12,6.9,5.2,5.8,5,1,15,98,0,84.0,7,82.45,50.59,0.2,LOW
2111-09-13,8.0,6.4,1.4,2,1,15,79,3,0.0,7,50.59,72.16,0.5,LOW
2111-09-14,7.5,7.2,6.0,7,4,0,89,4,111.0,2,72.16,39.7,0.57,HIGH
2111-09-15,6.9,7.5,5.0,5,2,0,96,0,52.0,4,39.7,62.53,0.4,MEDIUM
2111-09-16,9.2,6.7,6.5,6,2,0,78,5,17.0,7,62.53,63.78,0.33,MEDIUM
2111-09-17,4.0,9.6,1.0,3,0,45,105,3,0.0,9,63.78,77.5,0.0,HIGH
2111-09-18,8.9,5.2,1.0,3,2,90,27,5,82.0,2,77.5,75.06,0.67,HIGH
2111-09-19,8.4,9.5,4.8,1,0,0,87,5,57.0,6,75.06,58.43,0.0,LOW
2111-09-20,4.2,7.4,2.2,3,0,0,73,3,93.0,7,58.43,47.84,0.0,HIGH
2111-09-21,8.4,6.5,3.6,2,1,0,39,4,42.0,4,47.84,59.84,0.5,MEDIUM
2111-09-22,8.6,6.6,8.6,1,0,0,40,0,115.0,9,59.84,51.81,0.0,HIGH
2111-09-23,7.8,7.9,5.5,5,4,60,45,3,78.0,7,51.81,68.76,0.8,LOW
2111-09-24,4.7,4.6,2.6,9,4,0,85,4,28.0,5,68.76,49.27,0.44,HIGH
2111-09-25,8.0,6.3,5.5,6,2,60,116,3,1.0,9,49.27,71.51,0.33,LOW
2111-09-26,8.5,5.5,4.7,9,8,0,111,1,64.0,10,71.51,88.64,0.89,LOW
2111-09-27,6.1,9.2,5.1,7,5,45,77,5,0.0,6,88.64,65.71,0.71,MEDIUM
2111-09-28,7.7,4.7,11.3,7,2,15,104,5,48.0,4,65.71,31.91,0.29,HIGH
2111-09-29,6.5,10.0,6.9,4,3,0,119,2,47.0,6,31.91,63.72,0.75,MEDIUM
2111-09-30,8.3,5.1,1.0,4,3,15,63,2,13.0,7,63.72,87.92,0.75,LOW
2111-10-01,6.5,3.2,11.5,9,5,15,24,5,56.0,3,87.92,29.26,0.56,HIGH
2111-10-02,6.1,4.3,3.6,1,0,0,51,5,93.0,3,29.26,35.8,0.0,HIGH
2111-10-03,6.9,4.3,5.2,4,1,0,108,0,93.0,6,35.8,48.63,0.25,LOW
2111-10-04,5.0,9.3,1.3,6,3,15,103,3,53.0,9,48.63,78.91,0.5,HIGH
2111-10-05,6.8,3.3,4.7,4,3,0,42,4,48.0,6,78.91,51.0,0.75,LOW
2111-10-06,7.5,6.6,2.9,5,4,90,22,0,44.0,10,51.0,90.52,0.8,LOW
2111-10-07,8.3,8.9,3.9,5,4,0,72,2,71.0,6,90.52,72.39,0.8,LOW
2111-10-08,7.4,11.5,3.7,8,4,0,69,4,19.0,9,72.39,78.2,0.5,LOW
2111-10-09,4.9,5.8,7.9,3,1,0,49,3,93.0,3,78.2,22.06,0.33,HIGH
2111-10-10,9.0,6.2,5.4,5,2,45,110,4,73.0,10,22.06,75.97,0.4,LOW
2111-10-11,9.2,3.7,9.6,6,3,0,54,3,104.0,2,75.97,28.98,0.5,HIGH
2111-10-12,7.2,5.2,4.5,9,6,15,84,1,117.0,10,28.98,67.5,0.67,LOW
2111-10-13,5.9,10.4,5.3,6,4,45,107,4,116.0,3,67.5,57.54,0.67,HIGH
2111-10-14,6.2,7.7,5.2,9,3,0,81,1,89.0,9,57.54,64.08,0.33,MEDIUM
2111-10-15,6.7,8.4,7.8,8,3,0,90,1,3.0,5,64.08,50.43,0.38,MEDIUM
2111-10-16,7.4,7.3,8.0,3,1,60,57,5,90.0,9,50.43,57.06,0.33,MEDIUM
2111-10-17,6.5,8.1,3.5,7,6,0,33,2,28.0,9,57.06,72.55,0.86,LOW
2111-10-18,5.7,9.9,3.1,4,3,0,29,3,32.0,7,72.55,72.5,0.75,MEDIUM
2111-10-19,8.5,5.1,4.3,2,1,0,43,1,41.0,8,72.5,76.08,0.5,LOW
2111-10-20,7.4,7.5,3.7,7,3,90,61,4,126.0,3,76.08,58.41,0.43,HIGH
2111-10-21,5.4,4.6,1.0,5,2,45,63,0,118.0,6,58.41,60.65,0.4,MEDIUM
2111-10-22,7.4,1.9,5.2,8,2,30,33,1,183.0,4,60.65,32.94,0.25,MEDIUM
2111-10-23,7.2,6.5,6.3,3,1,90,114,1,14.0,6,32.94,65.98,0.33,MEDIUM
2111-10-24,5.9,6.2,5.6,1,0,15,11,0,102.0,8,65.98,50.63,0.0,MEDIUM
2111-10-25,8.8,5.8,4.6,1,0,15,97,1,115.0,4,50.63,49.16,0.0,MEDIUM
2111-10-26,7.2,4.7,6.1,9,7,30,34,5,71.0,8,49.16,66.54,0.78,MEDIUM
2111-10-27,6.7,6.3,9.4,3,2,30,50,2,100.0,2,66.54,40.93,0.67,HIGH
2111-10-28,6.9,6.8,5.8,2,0,45,81,3,52.0,9,40.93,67.81,0.0,LOW
2111-10-29,7.7,9.9,3.9,6,2,30,22,2,128.0,3,67.81,63.82,0.33,HIGH
2111-10-30,6.9,7.1,6.4,9,2,0,83,1,13.0,3,63.82,45.28,0.22,HIGH
2111-10-31,6.9,7.2,8.0,5,4,30,15,1,28.0,3,45.28,40.4,0.8,HIGH
2111-11-01,8.6,4.5,6.6,7,6,30,46,3,131.0,2,40.4,49.57,0.86,HIGH
2111-11-02,4.9,4.1,7.6,4,3,60,32,2,114.0,4,49.57,35.15,0.75,HIGH
2111-11-03,5.1,4.0,3.9,6,2,90,79,4,0.0,8,35.15,62.16,0.33,MEDIUM
2111-11-04,8.2,5.4,5.6,8,4,15,30,0,0.0,10,62.16,77.14,0.5,LOW
2111-11-05,10.0,6.1,10.5,1,0,30,36,5,67.0,7,77.14,55.57,0.0,HIGH
2111-11-06,8.3,6.4,6.2,3,2,60,59,1,79.0,6,55.57,60.64,0.67,MEDIUM
2111-11-07,9.8,4.4,2.9,2,1,0,20,1,36.0,7,60.64,74.62,0.5,LOW
2111-11-08,6.3,1.5,3.7,8,5,0,104,2,3.0,8,74.62,53.69,0.62,MEDIUM
2111-11-09,6.0,5.2,9.5,2,1,90,51,4,78.0,5,53.69,42.01,0.5,HIGH
2111-11-10,7.7,7.9,4.9,6,2,30,55,4,78.0,2,42.01,52.97,0.33,HIGH
2111-11-11,8.4,5.2,6.9,6,5,0,40,4,56.0,6,52.97,71.08,0.83,MEDIUM
2111-11-12,5.0,5.9,3.7,8,2,15,25,5,19.0,5,71.08,45.56,0.25,MEDIUM
2111-11-13,6.7,2.8,2.7,4,1,0,111,4,73.0,1,45.56,29.6,0.25,HIGH
2111-11-14,7.0,6.2,2.3,5,2,45,12,0,88.0,3,29.6,58.16,0.4,HIGH
2111-11-15,6.0,6.8,6.0,8,2,60,66,3,80.0,7,58.16,55.06,0.25,MEDIUM
2111-11-16,6.2,4.9,10.2,8,3,0,60,1,18.0,9,55.06,49.91,0.38,HIGH
2111-11-17,8.3,7.9,5.8,7,6,90,55,3,9.0,5,49.91,73.06,0.86,MEDIUM
2111-11-18,7.7,8.4,6.3,1,0,90,72,2,0.0,8,73.06,64.21,0.0,MEDIUM
2111-11-19,8.2,10.2,4.5,7,6,45,67,5,58.0,2,64.21,70.74,0.86,HIGH
2111-11-20,7.5,4.1,3.1,8,7,30,95,1,108.0,10,70.74,74.21,0.88,LOW
2111-11-21,5.7,6.6,3.4,2,1,30,62,0,58.0,1,74.21,46.79,0.5,HIGH
2111-11-22,7.6,3.6,2.4,8,6,0,66,3,46.0,2,46.79,58.77,0.75,HIGH
2111-11-23,5.6,7.2,4.2,9,4,30,20,4,75.0,10,58.77,66.28,0.44,MEDIUM
2111-11-24,6.5,7.0,3.4,2,1,30,118,5,61.0,1,66.28,48.51,0.5,HIGH
2111-11-25,5.4,2.1,5.3,3,1,90,119,0,84.0,3,48.51,41.22,0.33,HIGH
2111-11-26,6.1,6.5,9.4,4,1,0,20,2,2.0,8,41.22,45.04,0.25,HIGH
2111-11-27,7.1,5.6,8.4,9,5,90,22,3,93.0,3,45.04,46.44,0.56,HIGH
2111-11-28,6.3,3.6,4.6,5,2,0,46,0,116.0,10,46.44,64.22,0.4,MEDIUM
2111-11-29,5.7,5.4,3.1,2,1,45,56,2,52.0,7,64.22,62.71,0.5,MEDIUM
2111-11-30,8.7,10.1,6.3,4,2,45,11,5,31.0,2,62.71,61.33,0.5,HIGH
2111-12-01,6.8,7.1,1.0,4,2,15,25,5,14.0,7,61.33,82.52,0.5,LOW
2111-12-02,6.2,4.3,5.8,7,4,0,76,1,106.0,6,82.52,56.56,0.57,MEDIUM
2111-12-03,5.4,5.3,1.1,6,4,15,65,3,124.0,6,56.56,55.07,0.67,MEDIUM
2111-12-04,4.2,2.1,5.5,4,3,0,44,1,0.0,6,55.07,49.7,0.75,HIGH
2111-12-05,6.7,3.8,7.6,3,1,0,116,3,42.0,4,49.7,32.97,0.33,MEDIUM
2111-12-06,4.9,9.4,7.0,3,2,0,66,1,30.0,3,32.97,36.11,0.67,HIGH
2111-12-07,8.1,7.8,8.2,8,6,0,28,5,68.0,6,36.11,58.98,0.75,HIGH
2111-12-08,7.0,6.9,4.4,3,1,0,117,1,0.0,4,58.98,56.31,0.33,MEDIUM
2111-12-09,9.3,6.8,5.5,7,5,0,58,3,183.0,4,56.31,54.81,0.71,MEDIUM
2111-12-10,7.3,8.8,5.1,7,4,60,30,5,0.0,5,54.81,72.83,0.57,MEDIUM
2111-12-11,5.9,6.6,6.3,6,2,90,54,2,93.0,2,72.83,42.6,0.33,HIGH
2111-12-12,4.2,5.4,1.7,9,4,0,112,0,32.0,6,42.6,62.27,0.44,HIGH
2111-12-13,8.2,5.8,4.8,4,3,0,55,0,64.0,8,62.27,72.0,0.75,LOW
2111-12-14,5.1,5.5,5.3,1,0,45,58,3,12.0,4,72.0,50.0,0.0,MEDIUM
2111-12-15,6.4,5.5,5.8,8,6,45,17,3,9.0,10,50.0,78.92,0.75,MEDIUM
2111-12-16,9.5,9.4,3.0,8,2,30,72,4,107.0,2,78.92,69.22,0.25,HIGH
2111-12-17,7.9,3.9,8.0,1,0,0,34,1,72.0,2,69.22,31.55,0.0,HIGH
2111-12-18,7.6,5.0,5.0,4,3,45,36,4,80.0,3,31.55,54.61,0.75,HIGH
2111-12-19,8.4,2.4,6.0,5,3,45,17,3,60.0,2,54.61,41.0,0.6,HIGH
2111-12-20,8.4,8.0,2.1,3,1,0,93,1,23.0,6,41.0,78.05,0.33,LOW
2111-12-21,9.4,6.7,3.2,4,3,45,35,2,87.0,8,78.05,84.75,0.75,LOW
2111-12-22,6.1,9.5,4.4,8,3,0,34,1,51.0,7,84.75,53.51,0.38,MEDIUM
2111-12-23,6.4,4.7,9.1,2,1,45,87,4,109.0,9,53.51,49.36,0.5,HIGH
2111-12-24,5.6,4.4,6.8,3,2,30,93,5,90.0,9,49.36,65.46,0.67,MEDIUM
2111-12-25,7.0,3.7,9.0,3,1,15,29,3,119.0,6,65.46,32.98,0.33,HIGH
2111-12-26,6.8,6.9,2.6,3,2,15,10,2,98.0,7,32.98,68.73,0.67,LOW
2111-12-27,4.4,5.3,10.0,2,1,0,115,0,62.0,5,68.73,34.92,0.5,HIGH
2111-12-28,6.0,6.6,6.7,6,5,15,36,1,39.0,4,34.92,47.23,0.83,MEDIUM
2111-12-29,9.2,5.2,7.6,1,0,30,76,2,39.0,9,47.23,58.47,0.0,MEDIUM
2111-12-30,7.4,8.9,1.3,6,4,0,45,0,102.0,2,58.47,63.64,0.67,HIGH
2111-12-31,8.1,8.5,1.5,9,3,45,98,2,211.0,6,63.64,75.72,0.33,LOW
2112-01-01,6.8,6.2,3.4,6,5,30,106,2,100.0,4,75.72,53.88,0.83,MEDIUM
2112-01-02,4.2,8.1,6.1,4,3,0,22,4,78.0,7,53.88,59.5,0.75,HIGH
2112-01-03,6.8,5.7,6.9,5,4,30,83,5,104.0,4,59.5,57.41,0.8,MEDIUM
2112-01-04,8.6,5.9,5.3,4,3,30,116,3,93.0,8,57.41,78.56,0.75,LOW
2112-01-05,5.2,1.7,2.6,7,5,0,44,1,72.0,3,78.56,41.85,0.71,HIGH
2112-01-06,8.1,7.0,8.0,2,1,0,34,4,29.0,9,41.85,70.16,0.5,MEDIUM
2112-01-07,4.4,6.0,6.2,5,4,15,97,2,96.0,7,70.16,49.77,0.8,HIGH
2112-01-08,7.0,7.8,2.1,3,2,45,106,0,52.0,9,49.77,86.94,0.67,LOW
2112-01-09,7.8,7.4,1.0,2,1,15,10,3,76.0,5,86.94,71.09,0.5,MEDIUM
2112-01-10,6.5,4.5,3.7,2,1,90,31,0,0.0,6,71.09,73.3,0.5,LOW
2112-01-11,10.0,5.6,2.8,8,6,30,92,5,52.0,6,73.3,69.87,0.75,LOW
2112-01-12,6.3,5.0,5.2,9,4,0,38,0,90.0,6,69.87,57.94,0.44,MEDIUM
2112-01-13,6.1,8.1,5.8,1,0,0,12,4,54.0,5,57.94,50.53,0.0,MEDIUM
2112-01-14,7.3,9.1,4.0,7,2,45,33,5,96.0,7,50.53,70.39,0.29,LOW
2112-01-15,5.9,7.6,6.2,7,5,60,113,4,97.0,10,70.39,63.78,0.71,MEDIUM
2112-01-16,4.8,10.0,5.0,1,0,30,45,0,89.0,7,63.78,50.58,0.0,HIGH
2112-01-17,5.4,7.0,2.0,2,0,0,13,1,77.0,2,50.58,49.2,0.0,HIGH
2112-01-18,8.1,4.1,4.0,2,1,0,91,0,87.0,1,49.2,47.08,0.5,HIGH
2112-01-19,6.5,3.2,5.2,9,8,45,32,4,21.0,4,47.08,55.51,0.89,MEDIUM
2112-01-20,9.6,4.2,2.5,6,3,90,88,2,26.0,6,55.51,79.78,0.5,LOW
2112-01-21,6.3,5.1,5.7,7,6,30,111,4,32.0,1,79.78,39.97,0.86,HIGH
2112-01-22,8.1,4.6,11.2,7,3,0,71,4,5.0,7,39.97,52.46,0.43,HIGH
2112-01-23,7.8,6.1,8.8,8,7,15,26,5,26.0,10,52.46,66.15,0.88,HIGH
2112-01-24,6.3,5.6,6.7,9,3,0,23,3,83.0,5,66.15,48.92,0.33,MEDIUM
2112-01-25,5.7,6.1,8.7,4,3,0,55,3,0.0,7,48.92,45.59,0.75,HIGH
2112-01-26,4.4,10.9,6.3,1,0,0,11,3,93.0,5,45.59,47.53,0.0,HIGH
2112-01-27,7.8,7.8,5.9,8,4,30,68,0,119.0,6,47.53,60.99,0.5,LOW
2112-01-28,8.8,6.5,5.2,6,5,90,51,2,84.0,6,60.99,69.97,0.83,LOW
2112-01-29,4.6,8.1,7.8,7,4,0,76,1,72.0,1,69.97,31.1,0.57,HIGH
2112-01-30,6.4,4.4,6.8,1,0,0,10,2,69.0,5,31.1,33.2,0.0,MEDIUM
2112-01-31,6.0,4.3,2.0,4,2,60,59,3,73.0,3,33.2,59.58,0.5,HIGH
2112-02-01,7.8,7.8,3.3,3,2,45,87,5,83.0,9,59.58,78.19,0.67,LOW
2112-02-02,6.5,6.0,9.7,2,0,90,63,4,35.0,2,78.19,31.2,0.0,HIGH
2112-02-03,9.0,6.2,4.8,4,2,90,72,0,93.0,8,31.2,77.56,0.5,LOW
2112-02-04,6.4,3.7,5.7,8,2,60,98,3,77.0,6,77.56,53.02,0.25,MEDIUM
2112-02-05,5.1,5.1,3.4,7,4,90,27,0,77.0,6,53.02,61.83,0.57,MEDIUM
2112-02-06,6.3,5.2,8.0,5,4,15,34,5,73.0,3,61.83,44.04,0.8,HIGH
2112-02-07,6.5,5.0,6.2,4,2,15,117,4,91.0,2,44.04,41.54,0.5,HIGH
2112-02-08,7.8,10.3,4.9,5,4,0,61,1,49.0,1,41.54,66.8,0.8,HIGH
2112-02-09,6.4,10.2,6.4,1,0,0,84,3,132.0,9,66.8,63.45,0.0,MEDIUM
2112-02-10,7.7,8.3,4.4,1,0,15,36,1,74.0,10,63.45,80.1,0.0,LOW
2112-02-11,5.8,6.2,4.0,6,4,60,21,5,62.0,9,80.1,79.38,0.67,MEDIUM
2112-02-12,6.6,4.8,2.0,1,0,0,66,4,115.0,3,79.38,46.83,0.0,HIGH
2112-02-13,5.8,3.9,6.3,7,4,0,80,4,91.0,8,46.83,51.05,0.57,MEDIUM
2112-02-14,5.7,6.7,8.0,6,1,30,85,0,79.0,9,51.05,43.73,0.17,HIGH
2112-02-15,8.9,8.5,6.0,1,0,90,59,3,68.0,2,43.73,60.37,0.0,HIGH
2112-02-16,5.9,7.6,3.5,4,2,0,82,4,85.0,3,60.37,46.25,0.5,HIGH
2112-02-17,6.5,6.2,5.1,8,5,45,118,1,158.0,3,46.25,47.91,0.62,HIGH
2112-02-18,8.6,7.3,9.4,9,5,60,99,4,74.0,7,47.91,63.03,0.56,HIGH
2112-02-19,8.1,6.0,6.6,8,3,15,25,2,28.0,2,63.03,50.72,0.38,HIGH
2112-02-20,9.5,5.4,1.0,2,1,60,99,5,28.0,9,50.72,87.8,0.5,LOW
2112-02-21,7.7,4.0,3.9,7,6,15,106,0,29.0,10,87.8,84.36,0.86,LOW
2112-02-22,6.1,5.3,1.0,1,0,0,104,5,12.0,2,84.36,52.82,0.0,HIGH
2112-02-23,10.0,6.6,8.6,5,2,0,28,4,119.0,4,52.82,46.33,0.4,HIGH
2112-02-24,7.9,5.2,5.0,5,3,30,57,5,113.0,3,46.33,49.12,0.6,HIGH
2112-02-25,6.8,3.7,6.7,5,2,30,64,0,37.0,7,49.12,42.02,0.4,MEDIUM
2112-02-26,7.1,6.2,5.7,2,1,30,95,3,99.0,8,42.02,70.63,0.5,LOW
2112-02-27,7.3,6.6,3.4,5,1,30,17,4,0.0,8,70.63,75.94,0.2,LOW
2112-02-28,6.6,5.3,8.7,5,3,0,118,5,24.0,2,75.94,44.2,0.6,HIGH
2112-02-29,4.9,6.0,2.3,4,2,0,59,3,53.0,8,44.2,73.72,0.5,HIGH
