sleep_hours,work_hours,screen_time,exercise_minutes,mood_score,productivity_score,burnout_risk
7.1,11.0,5.9,45,10,86.2,Medium
6.0,6.6,7.1,30,7,66.7,Medium
6.1,7.8,4.5,0,3,61.4,High
5.0,7.4,7.2,45,4,56.5,High
9.4,6.0,10.2,90,10,86.9,Low
5.3,9.7,8.5,0,9,61.5,High
6.0,7.8,5.8,15,10,86.7,Low
6.0,6.5,7.7,30,1,49.5,High
8.3,4.6,7.4,0,5,65.8,Low
6.6,5.5,7.3,60,8,74.2,Low
8.7,3.9,8.8,0,10,72.4,Low
6.1,7.5,8.8,45,7,70.7,Medium
7.4,4.9,5.7,30,4,67.7,Low
5.8,6.9,7.6,30,7,70.5,Medium
10.0,10.5,5.0,0,1,68.3,High
5.3,10.1,3.7,0,6,72.1,Medium
7.4,7.4,5.3,0,9,85.9,Low
7.9,7.3,5.8,0,3,64.7,Medium
7.6,11.6,1.8,15,4,79.4,Medium
6.7,8.6,8.2,45,8,73.5,Medium
6.8,6.8,1.0,15,5,75.7,Low
7.1,4.4,12.8,45,5,49.3,Medium
6.8,8.4,9.8,15,1,49.7,High
8.3,9.3,5.3,45,6,85.2,Medium
10.1,6.1,6.0,90,2,77.8,Low
6.2,8.1,6.8,0,1,58.7,High
5.1,6.7,4.5,60,6,68.0,Low
6.9,7.1,6.5,30,5,71.2,Medium
10.6,2.0,5.6,45,5,77.2,Low
5.9,7.0,5.8,30,9,86.4,Low
9.3,9.6,6.5,15,10,99.3,Low
9.3,6.1,2.7,0,10,94.9,Low
6.2,7.6,6.1,0,3,61.9,High
7.8,5.8,6.4,30,1,56.9,Medium
9.3,8.3,6.3,90,8,99.4,Low
6.5,7.0,5.5,45,5,77.5,Medium
6.7,5.4,8.8,15,5,64.8,Medium
6.2,10.4,5.1,45,8,81.6,Medium
5.6,9.5,6.6,45,8,68.3,Medium
6.1,6.2,9.2,0,2,38.2,High
5.3,8.6,5.8,0,3,57.4,High
7.0,8.7,6.5,0,10,88.8,Low
5.9,8.9,5.8,60,10,85.7,Low
7.3,3.8,9.1,45,1,44.0,Medium
4.8,9.7,5.4,0,3,60.9,High
7.5,6.2,9.2,0,4,55.3,Medium
8.2,6.7,5.7,45,7,91.8,Low
4.2,13.3,3.9,60,9,73.0,High
7.5,8.2,7.7,45,5,77.7,Medium
8.7,6.7,5.2,30,1,67.4,Medium
5.3,2.6,7.6,0,2,38.0,Medium
9.3,10.6,1.0,30,10,100.0,Low
7.6,4.5,6.0,0,2,55.5,Low
6.0,5.3,4.9,45,9,85.2,Low
6.9,6.8,3.3,15,10,88.4,Low
7.8,10.6,4.6,45,7,80.9,Low
7.1,9.2,4.6,15,2,58.6,High
7.8,7.2,5.9,45,1,60.8,Medium
5.7,8.2,2.6,15,5,82.2,Medium
7.2,6.2,6.8,15,1,55.2,High
5.0,7.8,9.4,30,9,69.6,Medium
6.8,7.7,6.7,0,3,62.5,High
5.7,9.6,8.0,60,2,58.2,High
6.0,9.6,8.7,30,6,67.4,High
8.7,8.6,9.1,30,3,67.3,High
8.5,6.7,10.7,45,5,72.6,Medium
7.9,9.1,4.8,60,10,95.0,Low
5.5,7.3,4.2,30,8,79.6,Low
6.6,5.1,8.0,60,10,83.9,Low
8.7,6.6,7.8,0,2,63.8,Medium
7.2,7.7,7.9,0,5,68.1,Medium
10.2,9.5,10.7,30,8,80.5,Medium
7.6,7.1,6.0,15,1,63.3,Medium
7.3,4.8,7.1,30,10,76.2,Low
6.6,7.6,3.5,15,10,97.4,Low
7.2,7.7,11.3,15,4,62.8,High
6.8,7.9,5.2,45,5,75.3,Medium
8.0,9.5,5.2,30,10,100.0,Low
8.3,9.7,5.1,90,3,75.7,Medium
5.9,6.2,4.4,45,2,60.6,Medium
5.1,6.1,4.2,0,3,55.4,High
4.4,5.2,4.7,0,5,55.5,Medium
7.7,9.0,2.6,15,7,94.6,Low
5.5,10.7,4.0,45,2,62.5,High
4.0,6.8,10.9,0,7,46.7,High
7.5,7.0,7.8,0,6,69.6,Medium
10.5,10.7,8.3,60,7,90.4,Low
7.0,8.6,8.9,30,7,75.0,Medium
8.2,8.5,10.6,0,9,81.5,Medium
7.1,4.9,1.6,0,7,80.4,Low
6.9,9.0,2.9,60,6,90.2,Low
8.3,5.5,4.0,60,10,96.6,Low
6.6,5.0,4.8,0,8,70.9,Low
7.4,6.7,5.2,15,7,74.8,Low
7.5,6.2,4.9,45,6,85.6,Low
6.1,7.0,6.5,45,4,59.7,Medium
8.4,4.3,6.1,45,7,78.4,Low
6.8,9.6,4.2,30,8,86.7,Low
5.9,10.0,1.0,60,8,88.3,Low
7.8,3.2,3.5,15,4,68.7,Low
5.7,9.7,4.6,0,10,77.0,Medium
7.0,5.7,5.4,45,9,81.8,Low
7.0,9.4,3.2,30,3,76.7,Medium
8.5,7.3,4.8,60,9,93.0,Low
7.7,7.6,3.2,0,3,77.0,Medium
7.0,7.1,5.7,45,7,85.7,Medium
8.1,10.2,3.3,0,4,79.3,High
8.9,4.8,3.9,30,5,79.7,Low
7.8,8.8,2.7,0,3,71.6,Medium
7.0,9.9,5.6,30,2,58.6,High
5.2,9.1,3.8,45,8,80.4,Low
5.5,12.6,8.3,15,7,46.4,High
6.6,6.3,7.0,0,7,68.8,Medium
6.1,9.6,5.8,30,8,77.8,Medium
6.7,7.3,4.0,45,1,66.0,Medium
7.1,10.2,7.0,15,8,75.4,Medium
7.7,7.5,7.7,0,10,85.3,Low
6.9,6.6,6.4,0,5,66.2,Medium
7.7,10.4,10.0,60,8,70.3,Medium
7.1,6.4,7.1,15,9,80.0,Low
4.2,4.4,8.3,0,2,34.1,High
5.7,6.4,6.3,45,3,52.7,High
6.8,8.9,7.7,30,6,74.9,Medium
5.3,10.6,4.0,0,9,76.1,Medium
7.8,7.7,4.9,90,10,100.0,Low
9.1,10.4,6.9,30,10,92.2,Low
8.7,4.5,6.9,30,8,71.5,Low
6.7,6.5,7.3,15,6,68.5,Medium
9.1,6.9,8.8,60,5,78.6,Low
7.2,7.2,2.4,0,3,77.2,Medium
6.5,7.7,3.6,0,4,75.1,Medium
6.1,9.0,6.6,0,7,75.6,Medium
6.6,6.5,4.2,45,7,84.5,Low
6.5,7.8,14.0,30,3,44.0,High
7.2,7.4,7.3,30,4,65.7,Medium
7.2,5.5,5.8,0,3,62.9,Medium
7.0,7.2,4.7,30,2,64.7,Medium
7.6,7.2,4.8,45,6,85.1,Low
8.7,7.1,6.1,15,7,90.3,Low
8.3,7.6,6.3,45,4,74.3,Low
4.9,7.7,4.9,15,5,69.6,Medium
3.5,6.5,5.3,45,8,66.4,Medium
8.3,10.3,9.4,0,9,78.7,Medium
5.1,4.9,9.5,30,7,62.2,Medium
6.7,5.9,6.6,90,10,94.4,Low
5.4,13.6,2.6,90,1,58.6,High
4.5,5.2,7.3,0,3,49.7,High
7.8,4.5,9.9,15,5,55.3,Medium
8.1,9.1,9.4,0,3,68.0,High
6.2,2.9,7.8,60,1,42.8,Medium
3.5,7.0,9.6,30,2,42.1,High
6.2,12.2,6.1,15,8,73.5,High
7.5,4.1,7.6,0,7,59.8,Low
4.9,3.1,4.3,60,10,81.2,Low
7.3,4.2,6.7,30,3,57.5,Medium
7.0,9.5,9.3,0,4,54.8,High
7.8,10.0,4.5,15,3,66.8,High
7.2,6.4,3.8,0,4,67.4,Medium
5.6,9.0,6.2,30,8,76.2,Medium
8.7,10.6,5.4,60,9,90.1,Low
6.8,11.4,7.6,60,7,70.0,Medium
7.0,7.0,4.9,30,9,80.6,Low
5.7,2.4,10.3,45,9,53.6,Low
6.4,5.7,2.8,15,7,83.8,Low
5.8,6.6,9.1,0,7,66.0,Medium
6.8,6.9,4.1,90,8,93.3,Low
9.4,7.1,1.5,15,10,100.0,Low
5.1,10.0,6.6,15,3,58.6,High
4.7,10.3,5.4,90,8,81.0,Medium
9.1,7.1,3.2,0,1,73.6,Medium
6.7,9.9,1.8,45,6,85.8,Medium
6.1,8.3,6.0,60,2,59.7,High
8.5,7.6,8.4,30,7,79.1,Medium
6.2,9.5,7.5,0,3,44.8,High
9.6,7.7,6.1,15,10,94.1,Low
7.9,12.0,7.2,0,5,69.7,High
6.3,4.3,5.9,15,10,75.9,Low
10.0,6.4,2.4,45,2,79.1,Low
6.2,7.2,2.4,15,1,66.0,Medium
8.0,8.5,5.5,15,5,79.9,Medium
7.4,10.3,5.6,30,9,92.0,Low
8.8,7.4,8.1,30,9,95.1,Low
9.2,4.4,7.9,60,7,81.3,Low
7.0,9.4,7.5,15,9,73.4,Medium
5.9,9.2,5.3,45,4,77.6,Medium
7.6,3.2,2.5,30,3,70.8,Low
6.1,7.5,7.0,15,4,65.8,High
9.8,4.0,7.3,0,7,73.8,Low
7.2,6.0,1.0,15,8,84.0,Low
6.5,5.5,3.9,30,2,58.9,Low
7.3,9.3,4.3,0,5,74.1,Medium
5.1,7.8,6.3,60,5,67.9,Medium
5.6,4.7,4.0,30,9,81.7,Low
8.7,9.4,5.9,60,3,76.0,Medium
6.1,4.3,5.5,0,6,58.1,Low
5.5,8.2,5.6,15,10,85.9,Medium
7.8,5.7,4.2,0,5,69.0,Low
8.7,6.7,4.4,0,2,62.3,Medium
8.0,8.6,3.3,60,2,80.5,Medium
8.4,8.6,7.0,0,4,69.9,High
5.9,10.4,7.4,15,4,58.0,High
5.0,7.3,4.1,0,7,78.1,Medium
9.1,8.2,9.8,15,1,60.0,High
6.5,6.5,5.2,45,6,77.7,Low
6.6,7.9,9.8,30,9,76.5,Low
8.9,8.5,4.4,45,2,81.0,Medium
7.8,7.3,1.0,15,5,78.3,Low
7.6,3.5,7.0,60,10,77.8,Low
10.0,8.2,6.6,45,10,100.0,Low
6.1,8.3,6.1,15,4,63.7,High
8.3,6.0,4.4,15,4,70.1,Low
7.1,4.7,5.9,60,8,78.5,Low
7.4,10.7,4.7,30,6,77.1,Medium
9.1,8.6,5.2,45,7,92.0,Low
7.7,7.0,8.1,15,9,81.4,Low
7.8,5.0,6.5,0,3,60.0,Low
8.5,5.7,7.5,45,2,59.4,Medium
6.5,10.4,5.4,30,3,61.2,High
5.8,7.8,5.1,30,8,85.1,Medium
5.5,6.3,3.1,30,9,80.2,Low
4.2,8.6,5.1,0,10,74.1,Medium
9.9,5.7,1.0,45,5,90.9,Low
5.5,10.8,4.5,60,8,79.5,Medium
6.7,10.5,5.8,60,7,83.2,Medium
6.6,6.5,7.4,15,9,78.5,Low
7.4,6.1,5.3,15,4,64.2,Medium
8.1,1.7,6.9,45,10,83.3,Low
8.2,4.2,1.0,30,3,71.7,Low
6.2,4.6,5.9,30,9,68.2,Low
6.8,7.8,1.8,60,8,100.0,Low
7.4,6.8,3.0,30,7,83.6,Low
6.7,4.5,5.5,30,1,51.3,Medium
9.3,6.9,9.2,0,2,59.3,High
7.7,8.6,6.9,0,9,86.0,Medium
8.0,8.7,6.0,0,5,66.8,Medium
7.9,3.3,6.0,60,1,54.0,Low
8.6,7.2,4.2,15,9,93.1,Low
7.3,4.5,4.6,30,1,62.1,Medium
5.2,9.5,7.1,45,8,71.2,Medium
7.6,9.2,2.5,30,5,82.5,Low
6.1,5.5,7.5,30,6,66.4,Medium
6.3,5.8,5.0,0,1,53.8,Medium
7.8,6.5,8.1,45,2,57.7,Medium
8.7,2.5,8.4,0,7,63.9,Low
7.0,8.2,1.8,0,2,69.1,Medium
7.4,6.9,4.5,0,5,76.8,Medium
9.4,9.6,3.9,0,9,95.3,Low
7.3,5.1,1.5,0,5,70.2,Low
10.6,6.1,3.4,30,3,75.2,Low
7.8,4.2,12.1,0,6,49.7,Medium
4.5,5.3,7.5,30,7,56.4,Medium
8.1,4.9,10.8,0,10,69.6,Low
7.5,9.7,8.1,0,10,80.7,Medium
8.8,6.0,4.1,30,8,82.9,Low
7.9,7.8,5.0,60,3,74.7,Medium
6.8,6.7,7.5,60,4,66.3,Medium
5.3,4.7,7.1,90,10,79.0,Low
6.7,7.1,4.6,30,4,74.6,Medium
5.8,8.8,2.2,30,2,72.4,High
6.2,4.8,14.0,30,7,47.6,Medium
7.8,9.3,5.6,30,4,72.8,High
9.3,5.6,5.2,0,4,70.4,Low
7.6,6.4,6.3,30,8,84.1,Low
5.3,8.7,5.4,15,6,68.2,High
7.6,6.0,6.3,15,6,68.2,Low
8.7,7.6,9.2,30,9,78.7,Low
6.1,6.8,5.7,0,4,58.1,Medium
6.8,7.8,3.1,15,9,90.8,Low
7.0,2.3,5.6,0,1,46.5,Medium
5.9,3.5,4.8,90,9,80.1,Low
7.9,8.9,9.6,0,1,52.0,High
6.8,9.8,8.9,0,7,66.3,High
7.6,5.5,6.3,60,6,81.0,Low
5.8,7.0,2.8,30,7,83.6,Low
6.4,8.1,2.9,0,9,89.4,Low
8.0,9.0,6.0,15,10,88.9,Low
6.5,3.0,6.8,0,4,44.3,Medium
9.4,5.6,5.1,0,9,95.6,Low
6.4,6.8,4.8,0,3,65.3,Medium
7.3,9.0,4.5,15,10,91.4,Low
8.3,13.0,5.9,45,9,92.2,Medium
5.0,7.0,1.0,30,1,63.7,Medium
4.5,4.4,3.2,30,5,57.9,Low
4.9,8.4,4.4,0,10,87.2,Medium
8.8,10.4,9.0,15,5,63.0,High
6.2,7.7,4.0,45,1,63.2,High
10.6,5.5,6.5,0,1,59.5,Medium
6.2,9.6,6.6,60,3,61.0,High
7.3,9.0,9.2,30,9,79.8,Medium
9.2,5.2,9.2,45,7,76.9,Low
9.8,8.3,5.9,15,6,82.9,Low
9.9,9.7,4.8,15,9,100.0,Low
8.7,10.1,4.3,45,4,72.0,Low
8.4,7.4,5.4,45,4,79.4,Low
7.8,6.7,4.9,0,3,67.8,Medium
8.1,10.2,7.4,90,5,79.6,Medium
6.2,4.8,7.1,0,5,59.5,Medium
5.9,8.5,7.5,0,10,66.2,Medium
7.0,4.5,9.1,30,7,60.1,Low
6.8,9.8,10.7,45,7,67.6,High
6.4,6.9,6.3,90,6,85.6,Low
8.0,10.3,8.7,15,4,60.4,High
8.3,8.6,5.1,0,7,83.4,Medium
7.1,4.8,9.0,30,2,51.6,Medium
9.1,10.6,8.7,0,9,75.9,Medium
5.4,10.9,8.5,15,7,61.3,High
6.7,9.4,6.2,30,2,60.5,High
6.0,5.8,4.3,0,10,78.7,Low
4.4,6.8,2.5,30,2,62.2,Medium
6.9,7.8,5.9,15,6,84.3,Medium
6.8,6.0,9.8,45,7,67.5,Medium
9.1,11.2,5.2,30,9,82.9,Low
7.9,7.8,8.0,0,4,62.8,Medium
5.6,1.6,8.1,0,8,57.0,Low
9.6,8.2,5.3,0,10,98.3,Low
8.7,6.7,9.3,0,2,51.9,High
7.8,7.3,1.0,30,6,94.8,Low
6.7,6.7,2.9,90,4,78.9,Low
5.7,9.3,3.7,30,8,82.7,Medium
6.5,10.0,4.0,30,9,82.3,Medium
8.5,8.1,6.8,15,2,65.8,Medium
9.6,6.8,6.7,15,7,84.6,Low
9.2,7.4,7.0,60,7,89.0,Low
6.3,7.5,7.5,90,8,85.0,Low
5.4,5.7,3.6,30,5,68.5,Low
7.2,8.8,3.0,0,3,67.7,Medium
4.5,8.5,7.0,45,1,57.2,High
7.5,10.9,4.4,0,4,67.9,High
6.8,10.3,2.1,45,3,69.3,Medium
6.3,6.0,8.4,45,2,43.5,High
4.8,9.3,9.5,0,6,54.9,High
7.7,5.4,9.9,90,7,69.9,Low
6.3,9.0,6.5,90,10,94.2,Low
5.4,6.4,7.6,60,7,69.9,Low
3.5,5.2,9.4,30,8,69.5,Medium
7.0,8.1,4.4,0,2,60.7,High
9.5,1.6,8.8,30,10,79.0,Low
9.3,3.6,6.7,15,6,66.3,Low
6.4,7.1,8.3,0,6,67.2,High
6.2,7.7,6.5,15,10,89.6,Low
7.7,6.7,9.2,30,1,51.7,High
5.6,4.0,6.6,0,2,39.9,Medium
7.4,5.7,2.3,15,9,89.4,Low
8.1,8.4,9.6,0,8,72.7,Medium
8.7,8.8,3.6,45,4,91.2,Low
6.9,7.5,9.1,30,6,67.8,Medium
6.7,10.0,5.8,0,2,59.0,High
5.8,8.4,8.9,90,5,71.0,Medium
5.8,5.9,8.8,0,2,47.4,High
6.7,6.9,7.1,30,5,65.9,Medium
7.5,4.4,7.3,45,7,74.2,Low
8.3,7.3,7.1,45,7,88.7,Low
5.9,9.9,1.0,0,9,88.0,Medium
9.1,9.0,6.3,60,3,72.4,Medium
6.6,10.6,3.2,60,4,81.0,Medium
7.0,6.8,6.4,30,9,83.9,Low
6.0,10.5,3.1,30,8,82.9,Medium
3.6,7.1,3.0,0,7,71.8,Medium
8.2,10.7,10.0,30,8,79.7,Medium
8.0,7.5,8.7,15,9,80.9,Low
6.6,9.1,6.0,45,4,74.8,High
7.1,10.7,6.5,15,5,67.3,High
7.7,7.1,5.4,30,9,91.9,Low
4.8,8.0,7.4,0,7,63.2,High
6.3,10.3,4.3,0,4,64.1,High
8.1,7.2,8.5,0,6,74.8,Medium
5.2,4.6,5.4,0,1,34.9,High
7.4,12.2,5.0,30,1,60.7,High
5.1,6.5,6.1,45,9,78.7,Low
7.7,7.8,4.5,30,8,97.2,Low
7.0,10.0,6.8,30,1,60.2,High
4.7,6.2,4.7,30,2,54.8,High
8.6,5.3,7.2,15,4,60.3,Medium
6.0,8.1,9.0,15,1,46.4,High
5.9,3.6,4.2,15,2,49.6,Low
7.3,6.9,5.7,45,5,81.4,Low
8.6,8.0,7.2,0,8,87.7,Medium
5.6,6.9,4.9,0,6,65.4,Medium
7.1,4.1,7.2,30,6,65.5,Low
7.6,11.0,7.4,60,4,66.4,High
8.0,7.7,8.7,30,2,59.2,High
7.2,10.6,4.5,45,3,72.2,High
6.5,6.9,3.6,30,6,78.3,Low
5.8,5.6,5.2,30,6,63.5,Medium
7.1,8.1,3.6,45,5,86.3,Medium
5.5,7.0,7.4,45,6,68.1,Medium
3.5,4.9,3.1,0,6,57.2,Medium
7.6,10.7,11.8,15,1,48.9,High
8.3,6.1,9.2,0,6,70.5,Medium
3.7,3.5,6.0,30,5,48.8,Medium
5.6,10.4,8.2,60,8,65.4,Medium
7.9,6.4,1.9,15,9,99.5,Low
9.9,6.2,12.3,15,6,65.0,Medium
7.0,3.6,4.5,60,10,84.4,Low
6.0,11.3,5.7,30,4,60.7,High
6.7,4.7,1.4,30,3,63.8,Low
8.9,7.6,7.2,60,10,99.7,Low
6.1,9.5,3.2,30,1,59.2,High
5.9,8.4,6.3,30,7,77.1,Medium
6.3,7.4,4.6,0,5,66.7,Medium
5.7,3.8,3.3,0,4,55.4,Low
7.2,5.7,4.0,15,9,86.4,Low
9.3,7.9,6.6,30,7,89.3,Low
7.5,5.8,2.8,90,10,100.0,Low
6.6,7.9,4.1,90,8,97.2,Low
6.6,9.0,7.7,60,4,72.8,High
4.8,9.6,12.5,15,10,61.0,High
8.2,4.8,7.2,90,10,95.0,Low
6.9,12.3,3.7,30,8,80.1,Medium
6.7,9.2,5.1,15,4,71.8,Medium
11.0,7.5,6.1,45,1,82.7,Low
7.4,9.9,5.1,0,8,85.6,Medium
5.9,12.7,8.3,0,1,33.3,High
6.4,4.3,6.5,45,3,43.0,Low
8.6,7.0,8.3,30,7,81.3,Medium
7.2,2.3,5.2,15,3,52.6,Low
5.0,7.9,9.3,30,8,69.2,High
8.3,8.3,5.6,60,5,84.5,Low
6.1,7.4,3.6,30,3,67.8,Medium
9.6,6.1,11.4,15,5,66.7,Medium
8.5,3.0,1.4,0,5,75.4,Low
6.4,8.3,4.2,0,8,82.2,Medium
8.8,10.7,4.4,90,9,100.0,Low
7.1,6.2,12.3,15,6,58.2,Medium
8.2,8.5,10.5,30,10,81.2,Medium
7.7,4.1,9.7,30,3,46.0,Medium
5.8,8.5,5.2,60,2,60.6,High
6.1,6.6,12.1,30,3,43.5,High
8.4,5.8,6.9,30,9,90.5,Low
6.5,5.8,8.4,15,7,65.6,Medium
6.4,6.6,6.4,0,9,74.0,Medium
5.7,8.3,5.9,60,6,77.0,Medium
7.6,4.6,5.4,60,8,77.6,Low
9.9,6.6,5.5,60,10,100.0,Low
5.5,7.4,7.5,60,9,78.1,Low
7.0,5.1,6.9,45,3,54.1,Medium
9.0,11.5,5.9,30,7,87.0,Low
6.9,5.6,9.8,45,9,70.9,Low
7.6,6.0,1.0,30,2,74.1,Low
5.5,5.3,7.3,0,7,63.3,Medium
7.6,11.5,7.8,15,5,65.6,High
6.7,8.7,8.9,90,8,82.1,Medium
8.4,5.4,5.8,15,4,67.4,Medium
8.7,9.9,6.5,60,1,70.4,High
10.6,7.9,8.5,0,10,95.3,Low
7.8,8.1,9.7,15,8,77.2,Medium
7.5,6.7,5.2,15,6,81.0,Low
7.3,5.9,6.7,0,8,78.9,Low
6.5,8.2,10.2,0,3,53.3,High
7.5,6.3,1.0,0,8,90.9,Low
6.6,11.5,4.3,45,8,84.6,Medium
7.2,4.7,9.7,0,1,39.3,High
8.8,10.9,8.7,0,4,62.0,High
5.6,7.3,7.3,0,7,66.7,Medium
8.6,8.2,4.9,30,1,66.9,Medium
8.8,9.3,3.8,30,3,88.1,Medium
6.8,6.1,4.5,30,3,64.3,Medium
4.0,9.4,9.9,15,6,53.8,High
6.1,1.5,4.4,0,5,52.3,Low
8.8,5.9,6.3,45,7,86.1,Low
7.0,5.5,4.1,45,3,66.1,Low
5.6,4.7,8.1,0,1,38.8,High
6.3,7.0,4.7,30,3,62.6,Medium
8.2,8.3,5.8,0,8,90.7,Medium
7.8,9.0,1.8,0,5,85.8,Medium
6.7,8.0,2.0,45,3,73.5,Medium
6.5,6.0,6.0,30,8,76.7,Low
6.5,8.3,2.7,0,6,74.8,Medium
5.7,7.8,11.3,15,3,44.6,High
9.3,9.6,1.0,90,5,100.0,Low
6.5,9.2,4.0,45,1,54.6,High
8.7,7.6,6.0,60,6,91.5,Low
9.1,5.5,5.1,30,9,92.5,Low
8.4,6.1,3.2,30,7,88.0,Low
6.4,6.3,3.6,15,8,84.9,Low
7.6,6.8,3.5,0,6,90.6,Low
7.0,8.1,5.3,15,5,69.5,Medium
5.7,9.1,10.9,30,6,65.3,High
7.5,7.4,6.2,0,7,81.5,Low
5.3,7.5,9.0,45,9,70.9,Medium
8.7,7.8,7.3,0,8,86.1,Medium
6.3,6.4,8.8,15,5,54.2,High
7.3,5.5,1.0,0,7,82.1,Low
7.4,3.6,5.2,15,8,64.8,Low
6.6,6.0,9.3,0,1,37.5,High
7.8,8.5,4.6,0,8,88.3,Medium
6.3,6.0,10.4,15,7,61.7,Medium
8.2,7.0,9.7,30,2,59.8,High
5.1,8.5,4.8,30,2,62.3,High
7.2,8.6,4.7,0,6,78.0,Medium
9.7,5.1,3.5,30,3,79.7,Low
5.6,9.7,4.4,30,1,61.5,High
6.1,10.0,2.9,15,8,84.0,Medium
7.7,5.0,7.1,45,7,72.5,Low
7.3,5.7,2.4,30,4,74.5,Low
7.5,10.1,7.5,15,1,51.2,High
7.7,7.2,7.6,60,2,68.7,Medium
7.9,2.6,1.8,45,9,81.0,Low
8.6,4.4,9.9,90,4,64.0,Low
7.6,7.0,7.3,30,3,67.0,Medium
6.7,4.9,7.9,15,8,63.5,Medium
7.9,6.6,4.1,0,4,66.9,Medium
9.7,7.6,7.6,30,7,77.9,Low
6.8,10.7,8.8,90,5,67.7,High
5.6,6.9,5.8,30,5,62.0,Medium
8.5,9.9,11.0,60,6,74.9,Medium
6.8,10.6,6.1,15,4,57.6,High
4.0,10.7,8.9,15,2,41.1,High
8.2,8.1,6.7,60,6,79.3,Low
6.3,3.2,7.5,45,5,49.7,Low
6.9,8.5,1.8,90,3,79.9,Low
7.5,9.8,6.9,45,4,74.0,Medium
7.3,7.3,4.2,15,3,65.6,Medium
8.0,11.3,3.9,30,3,75.8,High
6.4,9.4,10.4,60,4,59.9,High
7.7,8.8,5.5,30,2,65.8,High
6.6,9.9,3.5,0,4,64.9,High
8.0,8.2,5.1,15,10,100.0,Low
7.9,2.0,2.7,30,2,56.9,Low
5.7,6.4,9.6,0,10,66.2,Medium
8.5,10.1,4.3,45,8,98.2,Low
6.2,5.7,7.3,0,10,80.7,Low
8.1,7.0,9.4,15,5,65.6,High
7.5,5.2,4.7,45,7,84.7,Low
9.6,11.4,7.3,30,4,69.7,Medium
6.7,11.2,3.4,45,10,100.0,Medium
6.5,5.6,12.1,15,6,46.8,Medium
7.0,7.8,8.3,90,10,88.0,Low
6.6,6.0,5.5,0,4,67.2,Medium
8.1,8.9,4.1,0,6,80.9,Medium
4.7,8.6,5.7,60,1,61.5,High
5.5,9.3,5.2,45,6,71.5,Medium
5.5,8.2,10.9,0,6,58.7,High
8.3,14.0,2.9,90,2,70.6,High
9.4,5.2,6.3,30,10,91.1,Low
6.9,3.7,6.0,90,10,79.6,Low
6.8,6.6,5.7,30,9,83.4,Low
7.1,4.1,5.7,30,6,64.1,Low
8.6,4.2,5.7,15,7,83.7,Low
5.7,5.3,8.2,15,2,43.6,High
7.3,5.5,7.5,30,2,50.6,Medium
8.4,5.4,7.0,30,2,63.5,Low
7.7,8.6,1.0,0,10,96.8,Low
7.3,6.4,6.7,0,9,82.5,Low
8.4,7.1,1.9,0,3,76.0,Low
3.5,9.5,7.6,60,4,54.1,High
7.9,5.8,9.7,30,1,49.2,Medium
6.1,6.9,3.7,45,1,61.8,Medium
4.4,8.3,5.3,90,4,69.8,Medium
7.7,3.2,4.5,30,2,54.9,Low
8.9,2.3,9.1,90,8,70.0,Low
6.8,8.3,6.2,15,4,68.3,High
8.3,8.6,10.3,0,3,56.8,High
9.3,12.0,7.0,15,3,60.4,High
8.8,7.8,6.6,30,6,85.8,Medium
9.3,9.3,6.2,60,6,87.7,Low
8.0,7.1,8.0,30,6,70.2,Medium
7.1,8.2,1.7,0,6,84.5,Low
4.8,11.2,6.2,45,8,70.1,High
6.7,2.8,5.8,30,8,64.2,Low
5.8,8.4,7.8,0,9,86.8,Medium
10.0,12.2,5.5,30,1,67.0,High
6.8,8.1,3.4,60,10,99.1,Low
7.2,11.1,6.0,45,8,90.7,Medium
7.8,6.1,3.3,30,5,81.1,Low
7.1,7.4,1.2,15,3,82.3,Low
9.4,7.6,7.8,0,10,91.8,Low
6.1,2.6,7.4,30,3,45.6,Low
7.3,4.9,7.2,45,6,65.4,Low
6.0,5.1,9.3,15,8,64.6,Medium
5.2,9.3,4.3,0,10,89.3,Medium
6.1,9.4,2.4,60,2,77.8,Medium
6.9,8.2,5.8,45,9,84.4,Low
6.4,9.3,5.1,30,5,79.7,High
6.0,7.1,3.9,0,5,66.7,Medium
5.0,10.1,5.8,0,1,43.2,High
6.9,7.5,4.5,0,6,73.0,Medium
4.9,7.6,1.4,30,5,75.3,Medium
8.1,6.9,4.9,0,7,74.0,Low
7.1,9.0,3.2,45,7,88.8,Low
5.0,6.6,6.6,90,4,64.1,Medium
6.6,9.6,4.4,15,5,72.6,Medium
5.9,5.0,8.8,30,10,68.6,Low
7.4,5.1,10.0,45,8,62.9,Low
8.9,9.0,7.7,60,2,69.2,Medium
4.4,7.3,2.1,60,1,67.8,Medium
7.2,6.5,9.8,0,6,57.5,Medium
6.8,9.5,9.9,0,4,51.2,High
7.9,6.2,6.0,45,10,92.8,Low
7.3,7.1,9.3,30,3,53.9,High
5.9,10.6,4.6,0,7,72.7,High
6.6,10.9,1.3,30,8,90.7,Medium
5.9,11.0,4.1,45,4,65.6,High
8.5,6.9,10.3,0,10,76.5,Medium
7.0,10.2,2.3,60,6,80.9,Medium
9.7,5.4,6.0,0,2,61.7,Medium
6.9,5.5,6.1,45,8,80.5,Low
6.0,2.3,4.7,30,6,63.7,Low
4.9,11.2,4.9,15,9,74.3,High
4.5,5.6,6.2,45,6,59.8,Low
4.8,7.2,4.6,45,6,72.5,Medium
7.4,5.5,2.4,60,2,68.7,Low
